loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,dti,delinq_2yrs,revol_util,total_acc,purpose,age,default
17546, 36 months,10.89,D,8 years,OWN,51289,22.06,0,54.29,20,debt_consolidation,41,0
23818, 36 months,15.1,C,3 years,OWN,69417,5.77,1,35.45,6,debt_consolidation,49,1
17684, 36 months,9.46,C,10+ years,RENT,54828,10.62,0,49.25,25,credit_card,44,0
15999, 36 months,12.58,C,2 years,OWN,140647,16.66,0,87.98,44,credit_card,53,1
32886, 36 months,24.3,B,5 years,RENT,49020,33.24,0,77.31,17,credit_card,37,1
6474, 36 months,18.86,D,< 1 year,MORTGAGE,79494,4.24,0,56.81,19,other,38,1
20438, 36 months,21.93,D,9 years,MORTGAGE,19974,29.74,2,17.56,14,debt_consolidation,61,1
19436, 60 months,15.81,D,7 years,MORTGAGE,68985,13.26,0,61.87,38,credit_card,73,1
17098, 36 months,9.78,B,1 year,RENT,56387,14.69,1,49.8,38,home_improvement,51,0
28458, 60 months,19.26,D,7 years,MORTGAGE,85271,25.96,0,44.69,37,debt_consolidation,38,1
10077, 36 months,15.01,A,2 years,OWN,86053,33.19,0,94.38,13,credit_card,24,1
33428, 36 months,8.54,C,4 years,RENT,107510,18.81,0,99.26,12,debt_consolidation,71,1
12273, 60 months,13.25,A,5 years,RENT,105127,25.48,0,95.14,9,debt_consolidation,70,0
19530, 60 months,17.7,A,10+ years,RENT,63011,6.72,0,73.89,10,debt_consolidation,32,1
18702, 36 months,19.71,D,3 years,RENT,36668,10.23,1,59.89,33,debt_consolidation,63,0
29892, 36 months,9.86,E,< 1 year,RENT,40187,2.83,1,31.94,26,credit_card,57,0
15922, 36 months,22.52,A,4 years,MORTGAGE,74082,10.36,0,94.72,38,debt_consolidation,71,0
10675, 36 months,12.59,C,10+ years,OTHER,69734,20.09,0,45.56,30,debt_consolidation,48,1
1734, 36 months,10.42,D,8 years,RENT,72738,16.91,1,20.16,41,credit_card,34,1
13365, 60 months,8.9,F,< 1 year,MORTGAGE,48947,30.54,0,11.07,5,debt_consolidation,39,1
29093, 36 months,21.08,D,< 1 year,MORTGAGE,108117,33.49,2,83.58,31,debt_consolidation,61,0
1337, 36 months,12.08,A,8 years,OWN,20819,13.77,0,32.82,7,home_improvement,31,0
31469, 36 months,14.67,A,7 years,OTHER,47286,8.88,0,76.62,17,other,55,1
19456, 36 months,9.46,D,6 years,MORTGAGE,32687,25.44,0,62.74,22,debt_consolidation,65,0
5768, 36 months,18.72,A,< 1 year,OWN,58731,26.38,0,28.35,24,other,27,1
11274, 36 months,20.62,F,3 years,RENT,102397,18.97,0,85.07,11,other,49,0
19837, 36 months,11.79,F,9 years,RENT,56367,21.35,2,84.49,10,debt_consolidation,35,1
11733, 36 months,23.9,F,1 year,MORTGAGE,68044,19.94,1,17.18,9,major_purchase,47,1
4691, 36 months,5.61,B,2 years,RENT,84927,6.1,0,12.17,11,credit_card,31,0
23643, 36 months,7.66,D,4 years,RENT,54941,4.03,0,60.05,32,home_improvement,38,0
23856, 60 months,16.78,D,8 years,RENT,76479,14.54,0,23.34,40,debt_consolidation,29,0
5041, 36 months,19.03,A,9 years,OWN,72523,13.19,0,33.22,17,credit_card,42,0
10561, 36 months,10.01,B,6 years,RENT,31076,17.49,1,93.67,38,debt_consolidation,56,1
9291, 36 months,16.08,A,5 years,MORTGAGE,51071,13.82,0,17.56,37,credit_card,37,1
23420, 36 months,11.37,B,4 years,RENT,75638,0.0,0,47.05,14,debt_consolidation,67,0
25830, 36 months,16.08,F,< 1 year,MORTGAGE,103466,0.0,0,29.49,11,credit_card,53,0
25717, 36 months,18.19,E,2 years,OWN,103438,21.64,0,34.79,18,major_purchase,74,0
32917, 36 months,24.46,B,2 years,OWN,127865,9.03,0,37.01,7,debt_consolidation,57,1
27134, 60 months,14.11,C,< 1 year,RENT,79564,12.91,0,26.0,43,debt_consolidation,32,0
11903, 36 months,17.96,A,8 years,RENT,52601,9.98,1,76.35,37,debt_consolidation,51,0
4663, 36 months,16.56,B,3 years,MORTGAGE,63081,6.78,0,81.19,19,debt_consolidation,57,0
21897, 36 months,11.35,A,5 years,MORTGAGE,61587,6.54,1,53.95,24,other,46,1
32144, 60 months,10.06,D,2 years,RENT,52764,24.18,0,89.93,16,credit_card,25,1
34155, 60 months,24.76,D,6 years,MORTGAGE,76489,12.85,0,13.67,3,credit_card,30,0
8827, 36 months,9.14,E,1 year,MORTGAGE,77885,20.71,0,50.66,11,home_improvement,33,0
9039, 36 months,20.81,E,7 years,RENT,29787,21.92,2,82.84,5,debt_consolidation,43,1
2272, 36 months,7.93,A,8 years,OWN,97645,17.85,0,62.09,20,debt_consolidation,66,1
5802, 60 months,21.09,D,3 years,MORTGAGE,9896,22.22,0,98.5,20,debt_consolidation,22,1
19864, 36 months,8.71,A,2 years,MORTGAGE,58326,15.13,0,59.57,18,debt_consolidation,71,1
19591, 36 months,24.34,B,8 years,RENT,99479,27.27,0,96.0,31,home_improvement,49,1
13611, 36 months,18.72,C,2 years,RENT,83222,22.41,1,9.87,33,home_improvement,73,0
11538, 36 months,6.8,A,1 year,RENT,54291,23.61,2,4.26,26,debt_consolidation,57,0
29212, 60 months,18.86,A,3 years,RENT,124065,6.55,2,35.65,17,debt_consolidation,46,0
16641, 36 months,17.07,B,10+ years,RENT,51798,17.37,0,84.13,17,debt_consolidation,27,1
28480, 36 months,11.75,A,5 years,OWN,8000,0.0,0,5.05,22,credit_card,60,0
33749, 36 months,10.21,F,2 years,OWN,78582,27.61,0,25.23,33,credit_card,53,0
11782, 36 months,19.38,B,5 years,RENT,11645,9.39,0,98.5,16,debt_consolidation,40,0
7893, 36 months,19.83,C,3 years,OWN,40057,10.64,3,64.1,32,credit_card,65,1
33398, 36 months,11.54,G,7 years,RENT,83683,2.69,0,39.31,16,credit_card,58,1
22584, 36 months,22.52,C,4 years,RENT,51174,14.67,0,7.79,25,debt_consolidation,36,1
10891, 36 months,10.38,B,6 years,MORTGAGE,82418,12.59,0,75.52,13,credit_card,29,1
22143, 36 months,6.4,F,4 years,MORTGAGE,30257,31.4,0,92.53,6,debt_consolidation,56,0
18511, 36 months,17.0,A,5 years,RENT,90754,22.73,2,74.15,23,major_purchase,27,1
31788, 36 months,7.14,A,4 years,MORTGAGE,14272,10.37,0,11.64,32,small_business,49,0
9702, 36 months,10.53,C,4 years,MORTGAGE,104559,0.0,0,53.19,21,debt_consolidation,74,1
34707, 36 months,15.14,B,10+ years,OWN,50739,0.0,0,40.28,35,debt_consolidation,61,1
32825, 36 months,10.73,E,2 years,OTHER,110935,5.76,0,90.4,5,small_business,37,1
7143, 36 months,9.3,A,8 years,RENT,39785,3.02,1,76.23,4,debt_consolidation,72,1
6596, 36 months,19.06,C,7 years,RENT,122743,18.14,0,80.2,42,debt_consolidation,69,0
19127, 36 months,15.94,D,5 years,MORTGAGE,36270,13.7,1,41.37,26,debt_consolidation,47,1
2526, 36 months,21.8,G,3 years,OWN,11182,15.16,0,2.49,17,debt_consolidation,22,0
11159, 60 months,16.62,A,5 years,RENT,66293,6.46,1,75.94,30,major_purchase,69,1
15793, 36 months,14.67,A,9 years,RENT,102020,16.37,0,63.33,34,debt_consolidation,65,0
33958, 36 months,10.23,F,2 years,RENT,88724,2.22,0,14.15,40,credit_card,73,1
34740, 60 months,20.84,D,6 years,RENT,99889,14.21,0,75.68,41,credit_card,71,1
6152, 36 months,8.94,A,8 years,RENT,89316,22.47,0,14.93,17,credit_card,47,1
31317, 36 months,9.84,A,6 years,OTHER,40392,11.71,0,73.97,3,debt_consolidation,21,0
4091, 36 months,21.83,E,1 year,RENT,87993,18.99,0,71.36,20,debt_consolidation,42,1
26452, 36 months,19.82,C,5 years,MORTGAGE,67785,0.0,0,0.75,8,major_purchase,42,0
29751, 36 months,17.26,C,2 years,RENT,43708,0.0,0,77.48,24,debt_consolidation,37,1
31286, 36 months,5.78,E,10+ years,RENT,70381,17.95,0,40.77,11,debt_consolidation,64,1
8596, 36 months,7.55,A,3 years,MORTGAGE,63310,24.42,0,50.66,31,credit_card,64,1
31377, 36 months,15.0,A,4 years,RENT,107480,12.86,0,96.47,40,credit_card,21,0
4943, 36 months,19.93,C,9 years,RENT,49554,34.31,1,91.98,11,debt_consolidation,70,1
18641, 36 months,14.28,E,4 years,MORTGAGE,48151,2.01,0,38.27,25,debt_consolidation,37,0
16964, 36 months,5.35,B,2 years,RENT,44041,8.88,0,70.96,43,debt_consolidation,30,1
11741, 36 months,8.69,D,9 years,RENT,121905,16.26,0,51.31,16,debt_consolidation,34,1
1751, 60 months,16.78,A,7 years,OTHER,45719,19.18,0,82.22,36,debt_consolidation,24,0
27248, 36 months,18.88,A,6 years,RENT,103905,9.74,0,31.97,4,other,28,1
12409, 36 months,5.67,F,< 1 year,OWN,34058,5.47,0,47.09,29,credit_card,36,1
23496, 36 months,5.87,A,4 years,RENT,80199,20.58,0,11.24,4,credit_card,25,1
14947, 36 months,10.23,A,5 years,RENT,72875,16.2,0,92.67,6,debt_consolidation,30,0
13704, 36 months,6.67,D,2 years,OWN,102001,11.9,0,90.07,27,credit_card,34,1
31134, 36 months,15.84,B,6 years,OWN,97651,19.49,0,27.61,39,debt_consolidation,62,1
4211, 36 months,7.47,B,2 years,RENT,67457,13.77,0,58.3,32,home_improvement,31,0
26044, 36 months,17.96,E,5 years,MORTGAGE,48888,13.74,0,37.84,20,debt_consolidation,70,1
26390, 36 months,20.54,A,8 years,MORTGAGE,113749,13.41,0,15.58,19,debt_consolidation,73,1
13919, 36 months,24.41,D,8 years,OWN,45892,7.61,1,4.5,22,debt_consolidation,39,1
9923, 36 months,23.97,B,3 years,OWN,8000,6.7,0,82.28,15,debt_consolidation,22,0
1180, 36 months,10.47,A,2 years,OWN,9243,10.27,0,28.91,3,debt_consolidation,36,0
32851, 36 months,5.59,D,< 1 year,MORTGAGE,16548,15.29,0,51.54,36,home_improvement,27,1
33222, 36 months,11.59,B,3 years,RENT,82871,0.0,0,90.27,25,credit_card,22,1
9192, 36 months,19.17,E,< 1 year,MORTGAGE,131434,23.5,1,1.99,39,debt_consolidation,64,0
2084, 36 months,6.2,F,1 year,OWN,8000,15.17,0,54.74,27,credit_card,26,0
5173, 36 months,12.19,E,10+ years,MORTGAGE,41523,5.41,1,95.55,19,debt_consolidation,62,1
3299, 36 months,10.96,B,9 years,OTHER,67671,29.55,0,80.93,5,credit_card,57,1
29257, 60 months,9.39,A,6 years,RENT,111365,15.38,1,21.93,34,debt_consolidation,46,0
31324, 36 months,19.12,E,8 years,RENT,41362,2.98,0,20.09,28,credit_card,38,1
6211, 36 months,18.18,C,5 years,OWN,82724,29.15,1,76.25,39,home_improvement,41,1
26389, 36 months,15.71,D,6 years,OWN,57497,27.19,1,7.97,13,debt_consolidation,37,0
7095, 60 months,23.22,E,10+ years,MORTGAGE,143215,6.82,0,59.94,18,credit_card,39,1
13485, 36 months,7.06,B,< 1 year,RENT,69336,12.09,0,23.41,13,credit_card,35,0
21379, 36 months,7.99,A,3 years,OWN,75671,10.88,1,83.93,9,credit_card,73,0
25477, 60 months,12.67,C,1 year,MORTGAGE,67528,0.0,0,37.94,40,other,70,1
30735, 36 months,18.12,C,8 years,OTHER,52559,17.92,0,41.5,18,debt_consolidation,67,0
2522, 60 months,16.68,B,9 years,RENT,93496,22.61,0,79.44,3,debt_consolidation,66,1
7678, 36 months,6.48,C,7 years,OTHER,30229,20.91,0,8.81,5,credit_card,35,1
10537, 36 months,24.17,E,6 years,RENT,8000,15.29,1,60.1,17,debt_consolidation,67,1
11551, 36 months,11.1,B,5 years,OWN,60494,23.48,0,96.26,4,home_improvement,45,0
34932, 36 months,12.18,A,< 1 year,RENT,89467,4.78,0,65.04,40,credit_card,29,1
27431, 60 months,17.47,D,8 years,OWN,47577,31.36,0,8.18,37,credit_card,61,0
11894, 36 months,23.9,E,9 years,RENT,70595,8.05,0,90.85,41,debt_consolidation,73,0
34042, 60 months,18.25,F,10+ years,RENT,28379,9.05,0,12.89,38,debt_consolidation,65,1
17976, 36 months,24.1,A,3 years,RENT,96880,9.82,1,36.88,5,major_purchase,22,1
18025, 36 months,8.75,E,2 years,MORTGAGE,84557,9.17,0,18.17,30,debt_consolidation,27,0
15745, 60 months,17.38,D,7 years,OWN,65592,13.27,0,72.19,38,debt_consolidation,28,0
5892, 36 months,21.58,D,< 1 year,MORTGAGE,70062,12.92,0,26.49,38,credit_card,72,1
32768, 60 months,15.18,B,< 1 year,OWN,23193,16.17,1,26.11,22,debt_consolidation,49,1
1473, 36 months,12.24,A,9 years,RENT,24533,7.63,0,41.36,42,credit_card,65,0
6925, 36 months,24.7,C,10+ years,RENT,61340,16.5,1,28.61,10,debt_consolidation,28,0
8808, 36 months,7.82,B,4 years,RENT,80412,5.19,0,78.46,31,other,48,0
10496, 36 months,13.22,B,5 years,OWN,81931,21.59,0,52.67,14,debt_consolidation,41,0
5481, 36 months,22.47,F,5 years,MORTGAGE,54112,21.48,1,55.59,41,debt_consolidation,48,1
1610, 36 months,23.01,A,1 year,RENT,87361,14.95,0,16.16,40,credit_card,57,0
24040, 36 months,24.61,F,2 years,OWN,107624,9.15,1,91.35,41,home_improvement,48,1
33956, 36 months,22.7,C,3 years,MORTGAGE,62340,17.8,0,34.89,5,debt_consolidation,24,1
5142, 60 months,6.02,E,9 years,MORTGAGE,74290,7.01,0,37.74,14,debt_consolidation,65,1
11082, 36 months,23.6,B,4 years,RENT,58764,15.31,0,24.24,19,debt_consolidation,70,0
18215, 36 months,13.56,D,7 years,MORTGAGE,61211,13.63,0,96.02,42,credit_card,50,0
32535, 60 months,18.03,C,2 years,OWN,70087,38.67,0,60.71,30,debt_consolidation,30,1
24604, 36 months,12.89,F,10+ years,OWN,116098,3.96,0,6.1,44,debt_consolidation,64,1
27050, 36 months,21.27,A,9 years,MORTGAGE,92458,0.0,0,19.26,39,debt_consolidation,53,0
20757, 36 months,16.52,A,5 years,RENT,89756,9.26,0,48.04,14,home_improvement,67,0
15179, 36 months,21.91,F,2 years,MORTGAGE,51388,0.0,1,18.79,10,home_improvement,54,1
7792, 36 months,8.88,A,10+ years,OWN,38055,8.46,0,60.5,29,debt_consolidation,58,1
30386, 36 months,8.7,D,8 years,MORTGAGE,76686,3.32,0,30.79,35,credit_card,63,0
28340, 36 months,13.81,A,5 years,MORTGAGE,102312,6.86,2,34.96,12,debt_consolidation,23,1
1853, 36 months,5.1,A,2 years,OWN,116702,5.42,2,78.67,31,debt_consolidation,34,0
25323, 36 months,18.86,C,6 years,RENT,8000,23.67,0,52.44,19,debt_consolidation,45,1
3869, 36 months,10.92,C,4 years,RENT,138392,14.56,0,11.3,35,credit_card,59,0
26125, 36 months,16.15,C,7 years,MORTGAGE,77510,24.68,0,37.19,29,home_improvement,34,1
29082, 36 months,6.4,C,9 years,OWN,92268,15.36,1,89.63,32,debt_consolidation,45,1
5455, 60 months,8.41,D,5 years,MORTGAGE,12802,23.36,0,84.62,4,debt_consolidation,23,1
15750, 36 months,17.46,G,< 1 year,RENT,57893,12.28,0,75.98,38,credit_card,55,0
5207, 36 months,11.11,B,6 years,OWN,89685,29.35,0,84.35,30,other,56,0
20287, 36 months,9.29,B,9 years,MORTGAGE,29758,19.24,0,9.15,11,credit_card,50,1
32537, 36 months,9.58,B,2 years,MORTGAGE,8000,7.98,0,12.22,23,debt_consolidation,48,0
3749, 36 months,9.3,D,10+ years,RENT,75065,20.57,0,1.86,14,home_improvement,74,0
14517, 36 months,17.46,B,3 years,RENT,63507,15.24,0,12.5,8,debt_consolidation,24,1
34086, 60 months,8.35,D,7 years,MORTGAGE,108240,13.18,0,82.35,22,debt_consolidation,59,1
11232, 36 months,12.25,B,7 years,MORTGAGE,60202,15.86,0,3.79,31,debt_consolidation,54,1
5495, 60 months,18.76,C,2 years,RENT,62398,21.76,0,46.52,35,debt_consolidation,45,0
17611, 36 months,15.27,E,< 1 year,OWN,85930,0.0,1,24.71,42,debt_consolidation,31,1
18284, 36 months,16.95,C,10+ years,RENT,96006,11.84,0,83.25,29,home_improvement,71,0
23537, 36 months,10.02,C,7 years,RENT,43738,21.14,2,80.29,3,credit_card,71,0
11667, 36 months,23.65,B,6 years,RENT,93335,17.23,0,76.6,19,small_business,39,1
33491, 36 months,13.28,C,3 years,RENT,49348,4.86,1,37.83,21,debt_consolidation,58,1
18714, 60 months,10.74,B,1 year,MORTGAGE,65496,0.0,1,92.56,44,credit_card,26,0
10739, 60 months,23.09,E,2 years,RENT,85123,30.31,2,89.59,8,credit_card,21,0
33649, 36 months,18.11,B,6 years,MORTGAGE,90354,13.32,1,65.08,40,debt_consolidation,73,0
32443, 36 months,17.28,A,7 years,OWN,74549,28.63,0,61.26,11,debt_consolidation,68,1
17971, 36 months,22.73,A,3 years,RENT,32583,22.15,0,33.69,31,home_improvement,21,0
1845, 60 months,6.17,C,2 years,RENT,8892,7.86,0,73.59,23,debt_consolidation,24,1
21295, 36 months,21.75,F,2 years,RENT,59361,0.0,0,93.85,43,small_business,29,0
19876, 36 months,18.56,B,10+ years,OWN,94139,10.84,0,31.62,15,home_improvement,21,0
6039, 36 months,12.2,B,6 years,MORTGAGE,78491,14.66,0,28.59,22,debt_consolidation,41,0
22555, 36 months,10.13,B,10+ years,MORTGAGE,72261,19.06,0,26.36,30,debt_consolidation,42,0
29586, 36 months,7.1,G,< 1 year,MORTGAGE,64789,5.0,1,98.32,10,credit_card,56,1
4600, 60 months,23.82,E,5 years,MORTGAGE,74273,16.6,0,54.03,14,debt_consolidation,29,0
25592, 36 months,7.84,A,5 years,MORTGAGE,35177,16.6,1,96.76,34,credit_card,68,0
5771, 60 months,10.19,C,4 years,OWN,88406,23.87,0,61.74,35,debt_consolidation,65,0
26460, 36 months,18.82,E,4 years,MORTGAGE,90389,12.24,1,29.35,31,major_purchase,58,0
15249, 36 months,19.2,D,< 1 year,RENT,54342,18.98,0,58.64,10,debt_consolidation,72,1
1221, 36 months,8.22,C,< 1 year,RENT,78110,17.6,1,15.54,12,debt_consolidation,31,0
33851, 36 months,21.28,D,8 years,MORTGAGE,13504,22.88,0,44.81,41,other,63,1
6642, 36 months,15.21,C,4 years,MORTGAGE,70401,7.62,0,44.29,40,credit_card,44,0
21265, 36 months,21.97,A,1 year,RENT,61006,0.0,0,57.65,19,credit_card,40,0
7169, 36 months,6.75,A,3 years,OTHER,102777,12.87,0,38.72,26,home_improvement,57,0
32722, 36 months,5.86,B,10+ years,RENT,59041,12.92,1,45.51,5,other,36,1
26103, 36 months,17.74,A,5 years,MORTGAGE,91060,4.58,0,87.62,30,home_improvement,22,1
28348, 36 months,8.0,B,10+ years,OTHER,53265,1.43,0,18.04,7,home_improvement,39,1
15690, 36 months,15.5,E,1 year,RENT,8000,9.83,0,92.26,6,debt_consolidation,63,1
16890, 60 months,5.28,E,1 year,MORTGAGE,58234,13.97,0,53.85,25,home_improvement,25,1
22566, 36 months,20.6,A,6 years,MORTGAGE,70903,15.86,2,62.89,38,major_purchase,67,1
27681, 60 months,22.99,A,7 years,MORTGAGE,69525,0.0,0,10.43,41,debt_consolidation,69,0
29797, 36 months,21.78,D,10+ years,OTHER,69979,0.0,1,14.53,21,credit_card,46,1
1606, 36 months,24.17,C,5 years,OWN,49806,25.17,0,73.26,24,credit_card,34,0
23561, 36 months,23.06,A,2 years,OWN,55288,13.29,0,90.07,25,debt_consolidation,64,1
4710, 60 months,13.88,E,5 years,OWN,31210,14.98,0,51.89,21,debt_consolidation,34,0
10789, 36 months,12.97,A,3 years,RENT,8000,3.0,1,16.75,33,credit_card,32,1
29200, 36 months,22.92,A,1 year,RENT,61806,14.96,0,79.69,35,debt_consolidation,59,1
9517, 36 months,23.54,D,< 1 year,RENT,42644,11.62,0,91.75,22,debt_consolidation,38,0
28091, 36 months,24.46,C,7 years,RENT,97395,9.43,1,67.02,12,major_purchase,54,1
16742, 36 months,20.37,B,7 years,MORTGAGE,8000,1.84,1,18.29,38,debt_consolidation,33,1
8909, 36 months,9.04,D,1 year,MORTGAGE,73731,7.18,1,41.25,31,small_business,72,1
12364, 36 months,23.9,F,6 years,OTHER,128645,32.75,1,93.98,20,debt_consolidation,32,0
19046, 36 months,23.94,A,9 years,RENT,59515,11.85,1,19.16,12,small_business,73,1
27015, 36 months,18.32,C,8 years,OWN,64918,22.11,0,17.08,20,debt_consolidation,61,1
21604, 36 months,22.15,A,4 years,OWN,77790,13.23,0,70.18,38,debt_consolidation,43,1
32729, 36 months,16.22,C,< 1 year,RENT,80136,12.19,1,54.31,16,credit_card,57,0
30503, 60 months,23.88,B,6 years,OWN,52745,9.28,0,20.47,40,debt_consolidation,70,0
26614, 36 months,6.88,B,5 years,RENT,34751,27.11,1,61.65,13,credit_card,54,1
21505, 36 months,22.28,A,10+ years,MORTGAGE,84582,18.36,0,93.67,11,credit_card,72,1
10855, 36 months,6.11,E,6 years,RENT,8000,7.89,0,85.52,5,debt_consolidation,70,0
15027, 36 months,11.78,B,8 years,MORTGAGE,89967,11.45,1,0.65,9,major_purchase,67,0
5042, 36 months,7.71,E,5 years,MORTGAGE,53246,24.68,0,87.68,13,debt_consolidation,70,0
13722, 36 months,14.58,B,5 years,MORTGAGE,65093,0.0,2,62.69,33,debt_consolidation,71,1
32500, 60 months,9.64,E,3 years,RENT,49232,17.79,0,26.71,25,home_improvement,22,1
15479, 36 months,24.04,C,4 years,RENT,107926,19.84,0,9.34,30,debt_consolidation,53,0
4866, 60 months,16.19,B,3 years,OTHER,72470,8.25,0,97.12,7,debt_consolidation,57,0
23165, 36 months,22.95,D,5 years,RENT,55348,16.39,0,2.9,29,credit_card,27,1
33728, 36 months,10.56,E,10+ years,RENT,54503,19.52,1,18.46,30,debt_consolidation,56,1
30494, 36 months,5.52,C,3 years,OTHER,60555,3.92,0,67.12,24,debt_consolidation,67,0
10318, 36 months,20.51,B,5 years,MORTGAGE,136908,22.58,0,75.79,29,debt_consolidation,61,0
16432, 36 months,19.05,C,10+ years,MORTGAGE,25487,17.68,1,26.67,8,debt_consolidation,37,1
19054, 36 months,15.91,C,1 year,RENT,97486,13.62,0,73.71,23,debt_consolidation,47,1
9426, 36 months,21.31,B,2 years,OWN,82043,15.94,0,76.52,33,debt_consolidation,70,0
10135, 36 months,21.8,D,5 years,MORTGAGE,111194,21.36,1,80.27,8,home_improvement,35,1
9046, 36 months,16.76,B,4 years,RENT,83872,35.85,0,75.39,9,major_purchase,49,0
34815, 36 months,24.32,C,3 years,RENT,65101,20.49,1,3.27,34,debt_consolidation,66,1
26364, 60 months,19.39,C,8 years,RENT,95601,22.3,0,89.23,25,credit_card,47,1
29589, 36 months,18.54,G,5 years,OWN,71893,16.74,0,56.28,12,debt_consolidation,26,1
28763, 36 months,12.23,B,4 years,RENT,87649,32.11,0,43.1,17,debt_consolidation,65,1
33610, 36 months,5.05,A,5 years,MORTGAGE,107847,1.81,0,2.44,39,debt_consolidation,39,1
4579, 36 months,9.82,A,9 years,RENT,67776,0.0,0,59.08,16,credit_card,41,1
30975, 60 months,20.28,D,10+ years,RENT,52268,16.38,0,16.28,18,debt_consolidation,66,1
3263, 36 months,19.2,B,2 years,OTHER,45686,20.94,1,54.77,37,major_purchase,26,1
17164, 36 months,11.62,B,< 1 year,OTHER,78516,0.0,0,18.92,11,credit_card,61,1
21210, 36 months,17.51,A,< 1 year,OWN,38655,14.97,0,68.79,22,credit_card,63,1
13167, 36 months,8.91,E,4 years,MORTGAGE,54506,13.38,0,8.88,16,home_improvement,69,0
5969, 36 months,10.27,B,6 years,RENT,35973,21.7,1,60.04,23,debt_consolidation,36,1
7538, 36 months,23.95,C,< 1 year,OWN,80250,18.86,0,64.38,14,credit_card,22,0
29038, 36 months,13.26,A,5 years,RENT,42435,0.0,0,39.52,40,debt_consolidation,66,0
11836, 36 months,9.9,A,4 years,OWN,26398,5.28,0,91.72,8,debt_consolidation,29,0
11551, 36 months,14.74,A,10+ years,MORTGAGE,31677,7.74,0,52.65,26,debt_consolidation,70,0
32394, 36 months,12.74,B,6 years,MORTGAGE,47867,21.65,0,75.05,29,debt_consolidation,59,1
5891, 60 months,19.59,C,4 years,RENT,50591,18.37,1,44.45,36,credit_card,42,1
32119, 36 months,24.24,A,6 years,RENT,72544,9.41,0,79.17,7,debt_consolidation,41,1
32312, 36 months,16.83,B,1 year,OTHER,60151,16.3,0,89.74,39,debt_consolidation,57,1
21351, 36 months,16.82,A,5 years,OWN,76109,5.48,1,41.3,13,home_improvement,67,0
6628, 36 months,12.3,B,3 years,RENT,78518,33.45,0,96.74,32,debt_consolidation,21,0
6299, 36 months,16.29,A,1 year,RENT,87215,20.17,1,15.31,5,debt_consolidation,22,1
10680, 36 months,11.39,A,4 years,RENT,8000,22.08,0,84.62,9,debt_consolidation,63,1
20632, 60 months,5.02,A,7 years,RENT,31183,27.39,0,52.58,25,debt_consolidation,43,0
6222, 36 months,22.32,D,6 years,RENT,81647,24.15,0,13.84,8,home_improvement,45,1
16492, 36 months,13.59,F,10+ years,OWN,71342,15.28,0,62.53,21,home_improvement,21,0
4926, 36 months,14.84,C,3 years,OWN,94308,13.34,0,13.13,21,credit_card,35,1
19369, 36 months,6.67,A,7 years,OWN,18679,26.59,0,88.75,22,debt_consolidation,53,1
1719, 36 months,21.74,G,6 years,RENT,50745,15.24,0,81.6,5,major_purchase,68,1
25107, 36 months,8.41,G,9 years,RENT,56109,8.26,0,65.43,33,credit_card,27,1
2883, 60 months,13.21,C,9 years,RENT,69997,32.7,2,23.3,15,major_purchase,43,1
7623, 36 months,21.81,A,7 years,MORTGAGE,66076,6.58,0,96.28,33,debt_consolidation,60,0
6937, 36 months,14.16,D,4 years,MORTGAGE,79072,0.0,1,85.32,11,credit_card,65,1
29253, 36 months,23.62,G,5 years,RENT,61560,23.93,0,71.52,11,debt_consolidation,47,0
2814, 60 months,9.19,D,7 years,OWN,106170,8.42,0,36.54,4,debt_consolidation,43,1
